Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
"2025-26","Fall","BSE","4324","Applied Fluvial Geomorphology","Thompson","3","14.3","14.3","14.3","35.7","7.1","7.1","0","0","0","0","0","7.1","1","14","82291","  3"
"2025-26","Fall","BSE","4524","Biol Proc Plant Des","Barone","3.87","66.7","25","8.3","0","0","0","0","0","0","0","0","0","0","12","82292","  3"
"2025-26","Fall","BSE","4534","Bioprocess Engineering Lab","Sun","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","82293","  1"
"2025-26","Fall","BSE","4534","Bioprocess Engineering Lab","Sun","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","82294","  1"
"2025-26","Fall","BSE","4544","Protein Separation Engineering","Zhang","3.15","9.1","9.1","36.4","18.2","18.2","9.1","0","0","0","0","0","0","0","11","91571","  3"
"2025-26","Fall","BSE","4994","Undergraduate Research","Duraj-Thatte","3.94","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","6","82303","  2"
"2025-26","Fall","BSE","5044","Engineering Mathematics","Arena","3.83","83.3","0","0","16.7","0","0","0","0","0","0","0","0","0","6","82317","  3"
"2025-26","Fall","BSE","5224","Adv Field Methods in Hydrology","Czuba","4","100","0","0","0","0","0","0","0","0","0","0","0","0","10","82319","  3"
"2025-26","Fall","BSE","5324","Applied Fluvial Geomorphology","Thompson","3.62","33.3","33.3","16.7","16.7","0","0","0","0","0","0","0","0","0","6","82320","  3"
"2025-26","Fall","BSE","5544","Adv Protein Separation Eng","Zhang","3.71","66.7","11.1","0","11.1","11.1","0","0","0","0","0","0","0","1","9","91572","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.82","73.7","5.3","15.8","5.3","0","0","0","0","0","0","0","0","1","19","82385","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.89","84.2","5.3","5.3","5.3","0","0","0","0","0","0","0","0","0","19","82386","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.68","57.9","10.5","15.8","10.5","5.3","0","0","0","0","0","0","0","0","19","82390","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.82","70","20","0","5","5","0","0","0","0","0","0","0","0","20","82384","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.64","45","30","10","10","0","0","5","0","0","0","0","0","0","20","82387","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.78","85","5","0","5","0","0","0","0","0","5","0","0","0","20","82388","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.62","70","10","5","5","5","0","0","0","0","0","0","5","0","20","82389","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.85","80","10","0","5","5","0","0","0","0","0","0","0","1","20","82392","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.6","65","20","0","5","0","5","0","0","0","0","0","5","0","20","82394","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.7","66.7","19","4.8","0","4.8","0","0","0","0","4.8","0","0","0","21","82391","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.43","59.1","13.6","4.5","9.1","0","0","4.5","0","0","4.5","0","4.5","0","22","82383","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.8","76","12","4","0","4","0","4","0","0","0","0","0","0","25","82393","  3"
"2025-26","Fall","CEE","2804","Introduction to CEE","Katz","3.49","40","32","16","0","4","0","0","4","0","0","0","4","0","25","82395","  3"
"2025-26","Fall","CEE","2814","Geomatics","Young","2.9","28.6","4.8","19","14.3","0","4.8","9.5","4.8","4.8","4.8","4.8","0","1","21","82399","  4"
"2025-26","Fall","CEE","2814","Geomatics","Young","2.93","11.1","25.9","11.1","11.1","7.4","7.4","18.5","3.7","0","0","3.7","0","1","27","82396","  4"
"2025-26","Fall","CEE","2814","Geomatics","Young","2.97","30","16.7","6.7","3.3","13.3","6.7","10","3.3","0","6.7","0","3.3","0","30","82398","  4"
"2025-26","Fall","CEE","2814","Geomatics","Young","3.3","27.8","22.2","16.7","13.9","5.6","2.8","2.8","5.6","2.8","0","0","0","0","36","82397","  4"
"2025-26","Fall","CEE","2834","CE Drawings & Virtual Modeling","White","3.62","62.5","16.7","5.2","8.3","1","1","0","1","0","0","1","3.1","1","96","82401","  3"
"2025-26","Fall","CEE","2834","CE Drawings & Virtual Modeling","White","3.48","58.2","6.1","12.2","6.1","5.1","5.1","2","1","0","0","3.1","1","1","98","82400","  3"
"2025-26","Fall","CEE","3014","Construction Management","Ford","2.67","18.2","6.1","9.1","16.7","12.1","12.1","10.6","3","0","4.5","0","7.6","2","66","82407","  3"
"2025-26","Fall","CEE","3014","Construction Management","Paige","3.79","66.7","17.4","8.7","2.9","1.4","1.4","1.4","0","0","0","0","0","0","69","91350","  3"
"2025-26","Fall","CEE","3104","Intro Environ Engr","Choi","3.07","31.8","9.1","9.1","15.9","6.8","11.4","6.8","0","4.5","2.3","2.3","0","0","44","82408","  3"
"2025-26","Fall","CEE","3104","Intro Environ Engr","Dietrich","3.15","25.4","10.2","22","10.2","10.2","15.3","0","5.1","0","1.7","0","0","0","59","82409","  3"
"2025-26","Fall","CEE","3274","Intro Land Development","Young","2.42","8.3","9.3","8.3","17.6","2.8","11.1","10.2","9.3","13","6.5","1.9","1.9","2","108","82410","  3"
"2025-26","Fall","CEE","3274","Intro Land Development","Shealy","3.65","30.8","46.2","15.4","0","7.7","0","0","0","0","0","0","0","0","13","91354","  3"
"2025-26","Fall","CEE","3304","Fluid Mech for CEE","Scardina","2.55","12.9","12.9","9.7","12.9","12.9","3.2","9.7","3.2","6.5","9.7","0","6.5","1","31","82416","  4"
"2025-26","Fall","CEE","3304","Fluid Mech for CEE","Scardina","2.1","8.9","2.2","8.9","11.1","15.6","4.4","8.9","6.7","8.9","4.4","8.9","11.1","4","45","82418","  4"
"2025-26","Fall","CEE","3304","Fluid Mech for CEE","Foroutan","2.97","22.2","9.5","15.9","14.3","12.7","7.9","3.2","9.5","1.6","0","0","3.2","0","63","82413","  4"
"2025-26","Fall","CEE","3314","Water Resources Engineering","Scardina","2.04","0","0","13.3","13.3","13.3","20","6.7","6.7","6.7","0","6.7","13.3","0","15","92191","  4"
"2025-26","Fall","CEE","3314","Water Resources Engineering","Scardina","2.29","11.8","5.9","0","23.5","5.9","17.6","0","11.8","5.9","5.9","0","11.8","0","17","82421","  4"
"2025-26","Fall","CEE","3314","Water Resources Engineering","Scardina","2.62","0","30","10","5","0","15","25","5","0","10","0","0","0","20","82423","  4"
"2025-26","Fall","CEE","3314","Water Resources Engineering","Scardina","2.46","12.5","0","0","12.5","25","12.5","25","0","0","12.5","0","0","0","8","82422","  4"
"2025-26","Fall","CEE","3404","Intro Structural Engineering","Leon","3.58","25","33.3","33.3","8.3","0","0","0","0","0","0","0","0","0","12","91351","  3"
"2025-26","Fall","CEE","3404","Intro Structural Engineering","Leon","2.81","10.8","16.2","16.2","5.4","10.8","10.8","21.6","0","8.1","0","0","0","5","37","91362","  3"
"2025-26","Fall","CEE","3404","Intro Structural Engineering","Koutromanos","2.8","26","14","12","8","10","2","8","4","0","2","6","8","4","50","82425","  3"
"2025-26","Fall","CEE","3424","Reinf Concr Struct I","Almasarani","3.48","46.3","12.2","12.2","9.8","12.2","2.4","4.9","0","0","0","0","0","0","41","82426","  3"
"2025-26","Fall","CEE","3434","Design of Steel Structures I","Phillips","3.52","55","5","5","15","15","5","0","0","0","0","0","0","0","20","82427","  4"
"2025-26","Fall","CEE","3514","Intro to Geotechnical Engr","Rahman","3.11","21.1","15.8","21.1","15.8","13.2","0","7.9","0","0","0","0","5.3","1","38","82432","  4"
"2025-26","Fall","CEE","3514","Intro to Geotechnical Engr","Dove","2.4","14.3","11.9","4.8","7.1","9.5","9.5","14.3","4.8","0","14.3","4.8","4.8","1","42","82428","  4"
"2025-26","Fall","CEE","3514","Intro to Geotechnical Engr","Beemer","3.4","37.5","14.6","16.7","16.7","4.2","0","8.3","2.1","0","0","0","0","0","48","82431","  4"
"2025-26","Fall","CEE","3604","Intro Transport Engr","Katz","3.91","70","30","0","0","0","0","0","0","0","0","0","0","0","10","92234","  3"
"2025-26","Fall","CEE","3604","Intro Transport Engr","Hancock","3.39","18.5","29.6","25.9","11.1","7.4","3.7","3.7","0","0","0","0","0","0","27","82436","  3"
"2025-26","Fall","CEE","3604","Intro Transport Engr","Abbas","3.59","40.4","25","19.2","7.7","1.9","5.8","0","0","0","0","0","0","0","52","82435","  3"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.91","80","13.3","6.7","0","0","0","0","0","0","0","0","0","0","15","82441","  4"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.96","86.7","13.3","0","0","0","0","0","0","0","0","0","0","0","15","82442","  4"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.78","66.7","13.3","6.7","13.3","0","0","0","0","0","0","0","0","0","15","82443","  4"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.84","62.5","31.3","0","6.3","0","0","0","0","0","0","0","0","0","16","82437","  4"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.84","62.5","31.3","0","6.3","0","0","0","0","0","0","0","0","0","16","82438","  4"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.84","75","12.5","0","12.5","0","0","0","0","0","0","0","0","0","16","82439","  4"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.88","75","12.5","12.5","0","0","0","0","0","0","0","0","0","0","16","82440","  4"
"2025-26","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.96","87.5","12.5","0","0","0","0","0","0","0","0","0","0","0","16","82444","  4"
"2025-26","Fall","CEE","3804","Computer Applications for CEE","Gallagher","3.16","28","16","16","14","10","4","2","2","2","2","2","2","3","50","82445","  3"
"2025-26","Fall","CEE","3804","Computer Applications for CEE","Jazizadeh Karimi","3.06","22.4","20.7","19","8.6","6.9","8.6","1.7","1.7","1.7","1.7","3.4","3.4","0","58","82446","  3"
"2025-26","Fall","CEE","3814","Analytics in CEE","Liao","3.19","12.7","23.6","25.5","18.2","10.9","1.8","0","1.8","1.8","1.8","1.8","0","0","55","82447","  3"
"2025-26","Fall","CEE","3814","Analytics in CEE","Gallagher","3.32","24.6","23","14.8","14.8","18","1.6","0","0","1.6","1.6","0","0","0","61","82448","  3"
"2025-26","Fall","CEE","3954","SA: Art and Infrastructure","Leon","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","91355","  3"
"2025-26","Fall","CEE","3954","SA: Art and Infrastructure","Shealy","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","91355","  3"
"2025-26","Fall","CEE","4014","Est, Prod & Cost Engr","Biscotte","2.84","12","12","12","24","4","12","16","0","4","4","0","0","0","25","82453","  3"
"2025-26","Fall","CEE","4014","Est, Prod & Cost Engr","Biscotte","3.21","23.1","15.4","15.4","15.4","15.4","7.7","7.7","0","0","0","0","0","0","26","82454","  3"
"2025-26","Fall","CEE","4024","Const Control Tech","Yu","3.74","58.3","27.1","4.2","8.3","0","0","0","0","0","0","2.1","0","0","48","91241","  3"
"2025-26","Fall","CEE","4074","Const Means & Methods","Guill","2.91","4.1","10.2","20.4","14.3","30.6","12.2","6.1","2","0","0","0","0","0","49","82456","  3"
"2025-26","Fall","CEE","4104","Water & Wastewater","Knocke","3.27","11.1","27.8","11.1","33.3","11.1","5.6","0","0","0","0","0","0","0","18","82457","  3"
"2025-26","Fall","CEE","4264","Sustainable Land Development","White","3.05","9.8","19.6","17.6","25.5","9.8","7.8","5.9","0","0","2","0","2","0","51","82459","  3"
"2025-26","Fall","CEE","4274","Land Development Design","Young","3.33","18.9","16.2","37.8","10.8","10.8","2.7","0","2.7","0","0","0","0","0","37","82460","  3"
"2025-26","Fall","CEE","4304","Hydrology","Saksena","3.51","41.5","24.4","12.2","4.9","4.9","7.3","4.9","0","0","0","0","0","0","41","82461","  3"
"2025-26","Fall","CEE","4324","Open Channel Flow","Strom","3.16","16.7","27.8","11.1","22.2","5.6","5.6","0","5.6","0","5.6","0","0","0","18","82463","  3"
"2025-26","Fall","CEE","4534","Earth Pres Fdn Struc","Vantassel","2.77","29.4","11.8","11.8","5.9","5.9","0","11.8","11.8","0","0","0","11.8","0","17","82464","  3"
"2025-26","Fall","CEE","4604","Traffic Engineering","Rakha","2.66","14","7","11.6","20.9","20.9","4.7","0","9.3","0","0","0","11.6","0","43","82465","  3"
"2025-26","Fall","CEE","4610","Mechanics Composite Materials","Case","1.95","14.3","0","7.1","7.1","0","0","21.4","0","7.1","35.7","7.1","0","0","14","82466","  3"
"2025-26","Fall","CEE","4614","Concrete Materials","Brand","3.85","76.3","10.5","7.9","2.6","2.6","0","0","0","0","0","0","0","0","38","91243","  3"
"2025-26","Fall","CEE","4664","Pavement Design","Mishra","3.9","65.4","34.6","0","0","0","0","0","0","0","0","0","0","0","26","82467","  3"
"2025-26","Fall","CEE","4674","Airport Planning and Design","Trani","2.8","14.3","4.8","16.7","11.9","21.4","9.5","11.9","4.8","2.4","0","0","2.4","0","42","82468","  3"
"2025-26","Fall","CEE","4684","Transportation Safety","Katz","3.7","43.5","37","10.9","4.3","2.2","0","2.2","0","0","0","0","0","0","46","82469","  3"
"2025-26","Fall","CEE","4804","Prof & Legal Issues Civil Eng","Branscome","3.53","38.3","27.7","12.8","8.5","6.4","2.1","2.1","2.1","0","0","0","0","0","47","82470","  3"
"2025-26","Fall","CEE","4804","Prof & Legal Issues Civil Eng","Branscome","3.65","43.1","33.3","9.8","7.8","2","2","2","0","0","0","0","0","0","51","82471","  3"
"2025-26","Fall","CEE","4854","Machine Learning Appl in CEE","Vantassel","3.2","50","0","10","10","10","10","0","0","0","0","10","0","0","10","92039","  3"
"2025-26","Fall","CEE","5024","Contr Admin & Claims","Garvin","3.95","82.4","17.6","0","0","0","0","0","0","0","0","0","0","0","17","82487","  3"
"2025-26","Fall","CEE","5060","Blt Env Info Modeling & Procng","Jazizadeh Karimi","3.88","87.5","6.3","0","0","0","6.3","0","0","0","0","0","0","0","16","82489","  3"
"2025-26","Fall","CEE","5084","IT for Infrastructure","Sinha","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","91334","  3"
"2025-26","Fall","CEE","5104","Environmental Chemistry","Dietrich","3.71","57.1","14.3","14.3","14.3","0","0","0","0","0","0","0","0","0","14","82491","  3"
"2025-26","Fall","CEE","5125","Environ Engr Design","Wilson","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","82494","  3"
"2025-26","Fall","CEE","5150","Atmospheric Chemistry","Isaacman-VanWertz","3.87","55.6","44.4","0","0","0","0","0","0","0","0","0","0","0","9","91338","  3"
"2025-26","Fall","CEE","5174","Applied Analytics for ES & CE","Rippy","3.92","85.7","9.5","0","4.8","0","0","0","0","0","0","0","0","0","21","82495","  3"
"2025-26","Fall","CEE","5194","Environ Engr Micro","Pruden-Bagchi","3.96","85.7","14.3","0","0","0","0","0","0","0","0","0","0","0","7","82496","  3"
"2025-26","Fall","CEE","5204","GIS Applications CE","Hancock","3.57","33.3","45.8","4.2","0","12.5","0","0","4.2","0","0","0","0","0","24","82498","  3"
"2025-26","Fall","CEE","5234","TS: Watershed Erosion & Sedi","Husic","3.82","81.8","0","0","18.2","0","0","0","0","0","0","0","0","0","11","92036","  3"
"2025-26","Fall","CEE","5234","TS:Sustainable Human-Water Sys","Marston","3.67","72.7","9.1","0","9.1","0","0","0","9.1","0","0","0","0","0","11","92035","  3"
"2025-26","Fall","CEE","5334","Quantitative Hydrology","Saksena","3.95","92.3","0","7.7","0","0","0","0","0","0","0","0","0","0","13","82504","  3"
"2025-26","Fall","CEE","5364","Compound Flood Hazard Modeling","Munoz Pauta","3.91","71.4","28.6","0","0","0","0","0","0","0","0","0","0","0","7","91339","  3"
"2025-26","Fall","CEE","5384","Advanced Open Channel Flow","Strom","3.72","58.3","8.3","25","8.3","0","0","0","0","0","0","0","0","0","12","82506","  3"
"2025-26","Fall","CEE","5410","Intermediate R/C Structures","Thangjitham","3.59","42.1","31.6","5.3","5.3","10.5","5.3","0","0","0","0","0","0","0","19","82509","  3"
"2025-26","Fall","CEE","5420","Computer Mthds Struct Anyls","Arul Jayachandran","3.27","35.3","5.9","17.6","23.5","0","5.9","5.9","5.9","0","0","0","0","0","17","82510","  3"
"2025-26","Fall","CEE","5430","Intermed Design Steel Bldgs","Eatherton","3.4","37.5","18.8","18.8","12.5","0","0","0","12.5","0","0","0","0","0","16","82511","  3"
"2025-26","Fall","CEE","5470","Design for Seismic Loads","Eatherton","3.55","46.7","13.3","13.3","20","0","6.7","0","0","0","0","0","0","0","15","82513","  3"
"2025-26","Fall","CEE","5484","Concrete Microstructure","Brand","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","92250","  3"
"2025-26","Fall","CEE","5514","Soil Behavior","Green","3.47","34.8","26.1","13","8.7","13","0","0","4.3","0","0","0","0","0","23","82516","  3"
"2025-26","Fall","CEE","5524","Adv Soil Testing","Castellanos","3.8","33.3","66.7","0","0","0","0","0","0","0","0","0","0","0","9","82517","  3"
"2025-26","Fall","CEE","5534","Foundation Engineering I","Rodriguez-Marek","3.4","20.8","29.2","20.8","16.7","8.3","0","0","4.2","0","0","0","0","0","24","82518","  3"
"2025-26","Fall","CEE","5584","Geotech Earthquake Eng","Green","3.64","50","20","10","10","10","0","0","0","0","0","0","0","0","10","82519","  3"
"2025-26","Fall","CEE","5594","Geological Engineering","Fisher","3.74","65","20","5","5","0","0","0","5","0","0","0","0","0","20","82520","  3"
"2025-26","Fall","CEE","5610","Adv Mech Composite Materials","Case","3.88","75","12.5","12.5","0","0","0","0","0","0","0","0","0","0","8","82522","  3"
"2025-26","Fall","CEE","5664","Advanced Concrete Materials","Brand","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","91349","  3"
"2025-26","Fall","CEE","5694","Traffic Signal Sys Ops & Cont","Abbas","3.91","87.5","0","12.5","0","0","0","0","0","0","0","0","0","0","8","92220","  3"
"2025-26","Fall","CEE","5794","Env Engr Principles","Grant","4","100","0","0","0","0","0","0","0","0","0","0","0","0","21","82525","  3"
"2025-26","Fall","CEE","5804","Engr Ethics and the Public","Edwards","4","100","0","0","0","0","0","0","0","0","0","0","0","0","13","82527","  3"
"2025-26","Fall","CEE","5984","SS: Adv ML Appl in CEE","Vantassel","3.75","62.5","12.5","12.5","12.5","0","0","0","0","0","0","0","0","0","8","92558","  3"
"2025-26","Fall","CEE","5984","SS: Gen AI Theories & Appl","HASNINE","3.92","88.9","0","11.1","0","0","0","0","0","0","0","0","0","0","9","92102","  3"
"2025-26","Fall","CEM","2104","Intro to CEM","Afsari","3.89","86","4","4","4","0","2","0","0","0","0","0","0","0","50","82786","  3"
"2025-26","Fall","CEM","2404","Construction Project Documents","Lally","3.55","47.7","20.5","6.8","6.8","11.4","2.3","4.5","0","0","0","0","0","0","44","82787","  1"
"2025-26","Fall","CEM","2714","Construction Safety Systems","Roofigari-Esfahan","2.67","10.3","3.4","20.7","10.3","10.3","20.7","6.9","10.3","0","6.9","0","0","0","29","82788","  3"
"2025-26","Fall","CEM","2824","Construction Site Analysis","Ammar","2.77","20.7","13.8","6.9","10.3","10.3","13.8","6.9","3.4","3.4","3.4","3.4","3.4","0","29","82789","  3"
"2025-26","Fall","CEM","3024","Cnst Estimating and Scheduling","Guill","2.49","5","5","15","12.5","22.5","5","12.5","7.5","5","5","2.5","2.5","0","40","82790","  3"
"2025-26","Fall","CEM","3024","Cnst Estimating and Scheduling","Smith","2.49","5","5","15","12.5","22.5","5","12.5","7.5","5","5","2.5","2.5","0","40","82790","  3"
"2025-26","Fall","CEM","3064","Intro to Lean Construction","Johnson","3.54","41","20.5","12.8","15.4","7.7","0","0","2.6","0","0","0","0","0","39","82791","  3"
"2025-26","Fall","CEM","3074","Global Design and Construction","Darr","3.56","62.5","12.5","12.5","6.3","0","0","0","0","0","0","0","6.3","0","16","82792","  3"
"2025-26","Fall","CEM","3074","Global Design and Construction","Johnson","3.56","62.5","12.5","12.5","6.3","0","0","0","0","0","0","0","6.3","0","16","82792","  3"
"2025-26","Fall","CEM","3084","Construction Economy","Zhang","3.63","62.3","6.6","8.2","16.4","1.6","1.6","1.6","0","0","1.6","0","0","0","61","91996","  3"
"2025-26","Fall","CEM","3134","Temporary Structures","Gao","3.56","41.7","25","16.7","8.3","0","0","8.3","0","0","0","0","0","0","12","82795","  3"
"2025-26","Fall","CEM","3134","Temporary Structures","Zhang","3.66","75","0","0","12.5","0","12.5","0","0","0","0","0","0","0","8","82794","  3"
"2025-26","Fall","CEM","3164","Construction Health and Safety","Porterfield","2.64","11.1","11.1","0","11.1","44.4","11.1","0","0","0","0","0","11.1","0","9","82796","  3"
"2025-26","Fall","CEM","3984","SS: ASC Competition-Concrete","Thumm","4","100","0","0","0","0","0","0","0","0","0","0","0","0","10","92103","  1"
"2025-26","Fall","CEM","3984","SS:ASC Competition-Heavy Civil","Lally","3.77","91.7","0","0","0","0","0","0","0","8.3","0","0","0","0","12","92106","  1"
"2025-26","Fall","CEM","3984","SS: ASC Competition-Commercial","Thumm","4","100","0","0","0","0","0","0","0","0","0","0","0","0","13","92104","  1"
"2025-26","Fall","CEM","3984","SS: ASC Competition-Design Bld","Thumm","4","100","0","0","0","0","0","0","0","0","0","0","0","2","20","92105","  1"
"2025-26","Fall","CEM","4314","Design of Wood Structures","Hindman","3.34","14.3","33.3","9.5","33.3","0","9.5","0","0","0","0","0","0","0","21","82797","  3"
"2025-26","Fall","CEM","4445","CEM Capstone","Lally","3.68","14.3","71.4","11.4","2.9","0","0","0","0","0","0","0","0","0","35","82798","  3"
"2025-26","Fall","CEM","4445","CEM Capstone","Peery","3.68","14.3","71.4","11.4","2.9","0","0","0","0","0","0","0","0","0","35","82798","  3"
"2025-26","Fall","CEM","4446","CEM Capstone","Lally","3.47","45","10","0","35","5","5","0","0","0","0","0","0","0","20","82799","  3"
"2025-26","Fall","CEM","4446","CEM Capstone","Peery","3.47","45","10","0","35","5","5","0","0","0","0","0","0","0","20","82799","  3"
"2025-26","Fall","CEM","4624","Constr Robotics & Automation","Afsari","3.98","93.3","6.7","0","0","0","0","0","0","0","0","0","0","0","15","82800","  3"
"2025-26","Fall","CEM","4714","Construction Safety Culture","Kleiner","3.36","33.3","9.5","38.1","4.8","0","0","9.5","4.8","0","0","0","0","0","21","91489","  3"
"2025-26","Fall","CEM","4964","Field Work/Practicum","Johnson","3.93","72.7","27.3","0","0","0","0","0","0","0","0","0","0","0","11","82802","  1"
"2025-26","Fall","CEM","4974","Independent Study","Johnson","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","82804","  3"
"2025-26","Fall","CHE","2114","Mass and Energy Balances","McDowell","3.31","55.6","0","11.1","0","5.6","11.1","11.1","5.6","0","0","0","0","1","18","92553","  3"
"2025-26","Fall","CHE","2114","Mass and Energy Balances","McDowell","3.35","43.2","6.2","8.6","25.9","3.7","2.5","7.4","1.2","0","0","0","1.2","0","81","82810","  3"
"2025-26","Fall","CHE","2164","ChE Thermodynamics","Ducker","2.62","25","10","10","2.5","15","2.5","5","5","7.5","10","0","7.5","1","40","82811","  3"
"2025-26","Fall","CHE","3114","Fluid Transport","Sarmah","3.2","6.6","21.3","32.8","24.6","9.8","0","3.3","0","0","0","0","1.6","0","61","82813","  3"
"2025-26","Fall","CHE","3124","Simulations and Modeling","Achenie","3.18","20.3","20.3","20.3","8.5","15.3","5.1","3.4","0","6.8","0","0","0","1","59","82814","  3"
"2025-26","Fall","CHE","3185","Chem Reactor Analysis & Design","Khatib","3.29","34.4","8.2","19.7","14.8","13.1","1.6","4.9","1.6","0","0","0","1.6","2","61","82815","  2"
"2025-26","Fall","CHE","3186","Chem Reactor Analysis & Design","Khatib","3.49","40.8","19.7","15.8","3.9","11.8","5.3","2.6","0","0","0","0","0","0","76","91092","  2"
"2025-26","Fall","CHE","4016","Unit Operations Laboratory","Martin","3.35","16.7","16.7","41.7","16.7","0","8.3","0","0","0","0","0","0","0","12","91093","  2"
"2025-26","Fall","CHE","4104","Process Materials","Bortner","3.01","16.1","16.1","16.1","12.5","12.5","10.7","7.1","7.1","0","1.8","0","0","2","56","82817","  3"
"2025-26","Fall","CHE","4104","Process Materials","Rajagopalan","3.01","16.1","16.1","16.1","12.5","12.5","10.7","7.1","7.1","0","1.8","0","0","2","56","82817","  3"
"2025-26","Fall","CHE","4114","Energy & Climate Change","Goldstein","3.86","84.8","0","3","12.1","0","0","0","0","0","0","0","0","0","33","82818","  3"
"2025-26","Fall","CHE","4114","Energy & Climate Change","McDowell","3.86","84.8","0","3","12.1","0","0","0","0","0","0","0","0","0","33","82818","  3"
"2025-26","Fall","CHE","4185","Process and Plant Design","Liu","3.47","20.5","33.7","12","30.1","3.6","0","0","0","0","0","0","0","0","83","82820","  4"
"2025-26","Fall","CHE","4304","Biological Transport Phenomena","Goldstein","3.57","25","50","8.3","8.3","0","8.3","0","0","0","0","0","0","0","12","82821","  3"
"2025-26","Fall","CHE","4974","Independent Study","Bortner","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","82825","  3"
"2025-26","Fall","CHE","4974","Independent Study","Martin","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","82824","  3"
"2025-26","Fall","CHE","4984","SS: Supercritical Fluids","Kiran","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","91974","  3"
"2025-26","Fall","CHE","4994","Undergraduate Research","Ducker","3.88","80","0","20","0","0","0","0","0","0","0","0","0","0","5","82836","  2"
"2025-26","Fall","CHE","4994","Undergraduate Research","Martin","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","82832","  1"
"2025-26","Fall","CHE","5024","Research Proposal Writing","Lu","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","82840","  1"
"2025-26","Fall","CHE","5125","Transport Phenomena","Davis","3.18","16.7","16.7","0","33.3","33.3","0","0","0","0","0","0","0","0","6","82843","  3"
"2025-26","Fall","CHE","5144","Advanced Thermodynamics","Deshmukh","3.6","40","20","20","20","0","0","0","0","0","0","0","0","0","5","82844","  3"
"2025-26","Fall","CHEM","1004","First Year Experience in Chem","Santos","3.87","92.6","2.1","2.1","0","0","0","0","1.1","0","0","0","2.1","0","95","82853","  1"
"2025-26","Fall","CHEM","1014","Calculations in Chemistry","Wall","2.83","6.9","16.8","14.9","21.8","12.4","5.4","11.4","3","2","2","0.5","3","4","202","82855","  3"
"2025-26","Fall","CHEM","1014","Calculations in Chemistry","Wall","2.81","16","4","16","24","12","12","4","4","0","0","4","4","1","25","82856","  3"
"2025-26","Fall","CHEM","1015","Chemistry in Context","Eddleton","3.9","90.8","0","0","8.1","0","0","1.2","0","0","0","0","0","0","173","82857","  3"
"2025-26","Fall","CHEM","1035","General Chemistry","Eddleton","2.91","17","11.5","13.7","18.1","11","10.4","7.7","3.8","1.6","1.6","1.6","1.6","9","182","82879","  3"
"2025-26","Fall","CHEM","1035","General Chemistry","Orler","2.7","14.1","12.7","10.7","17.6","10.2","8.8","6.8","3.9","4.9","2.9","1.5","5.9","27","205","82876","  3"
"2025-26","Fall","CHEM","1035","General Chemistry","Wall","2.72","12.6","15.4","10.6","13.4","10.6","9.3","12.6","3.3","2.8","3.3","2","4.1","51","246","82874","  3"
"2025-26","Fall","CHEM","1035","General Chemistry","Wagner","2.82","12.7","11","17.3","18","9.5","8.5","11","4.2","1.8","2.1","0.4","3.5","24","283","82875","  3"
