Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
"2024-25","Winter","ACIS","1004","Accounting Foundations","Lacoste","3.47","60","10","10","0","0","0","10","10","0","0","0","0","1","10","40126","  3"
"2024-25","Winter","ACIS","1504","Intro to Bus Analytics & BI","Sharp","3.68","53.8","26.9","7.7","0","3.8","7.7","0","0","0","0","0","0","0","26","40127","  3"
"2024-25","Winter","ACIS","2115","Principles of Accounting","Lacoste","3.24","50","7.1","3.6","3.6","7.1","7.1","10.7","10.7","0","0","0","0","1","28","40128","  3"
"2024-25","Winter","ACIS","2116","Principles of Accounting","Martin","3","17.6","11.8","5.9","23.5","20.6","2.9","14.7","0","2.9","0","0","0","0","34","40129","  3"
"2024-25","Winter","ACIS","3554","Networks, Telecom, & Security","Shen","3.17","50","0","0","16.7","0","16.7","0","16.7","0","0","0","0","0","6","40164","  3"
"2024-25","Winter","ADV","2134","Intro to Health Communication","Holz","3.49","60","13.3","0","20","0","0","0","0","0","0","0","6.7","1","15","40015","  3"
"2024-25","Winter","ADV","3024","Ad Ethics & Soc Responsibility","Combs","3.48","20","40","0","40","0","0","0","0","0","0","0","0","0","5","40225","  3"
"2024-25","Winter","AFST","1714","Intro African American Studies","Seniors","4","100","0","0","0","0","0","0","0","0","0","0","0","0","7","40016","  3"
"2024-25","Winter","AHRM","1014","Design and Art for Consumers","Walsh","3.54","74.1","7.4","0","0","3.7","7.4","0","0","0","3.7","0","3.7","1","27","40136","  3"
"2024-25","Winter","APS","1704","Intro to Appalachian Studies","Edmondson","3.73","80","0","0","13.3","0","0","6.7","0","0","0","0","0","0","15","40017","  3"
"2024-25","Winter","ARCH","1044","Life in the Built Environment","Tew","3.85","92.7","0","2.4","0","2.4","0","0","0","0","0","0","2.4","0","41","40002","  3"
"2024-25","Winter","ART","1104","Language of Visual Arts","Jewitt","3.24","29.4","17.7","5.9","17.6","17.6","5.9","0","0","5.9","0","0","0","0","17","40003","  3"
"2024-25","Winter","ART","2385","Surv Hist West Art","Spaar","3.43","50","0","16.7","16.7","0","16.7","0","0","0","0","0","0","1","6","40004","  3"
"2024-25","Winter","ART","3284","Medieval Art and Architecture","Moseley Christian","3.21","50","0","12.5","0","12.5","0","12.5","12.5","0","0","0","0","0","8","40005","  3"
"2024-25","Winter","BC","1114","Intro to Building Construction","McCoy","3.53","63.2","5.3","2.6","13.2","2.6","7.9","0","2.6","2.6","0","0","0","0","38","40192","  3"
"2024-25","Winter","BC","3134","Temporary Structures","Clark","3.81","73.3","20","0","0","0","0","6.7","0","0","0","0","0","0","15","40234","  3"
"2024-25","Winter","BIOL","1105","Principles of Biology","Lipscomb","3.71","75.6","0","0","19.5","0","0","4.9","0","0","0","0","0","0","41","40019","  3"
"2024-25","Winter","BIOL","1106","Principles of Biology","Hogan","3.32","44.1","0","0","44.1","0","0","11.8","0","0","0","0","0","0","34","40020","  3"
"2024-25","Winter","BIOL","2134","Cell Function Differentiation","Watkinson","3.49","31.8","27.3","18.2","9.1","9.1","0","4.5","0","0","0","0","0","0","22","40021","  3"
"2024-25","Winter","BIOL","2604","General Microbiology","Seyler","3.8","62.9","25.7","2.9","5.7","0","2.9","0","0","0","0","0","0","0","35","40022","  3"
"2024-25","Winter","BIOL","2704","Evolutionary Biology","Sheppard","3.35","28.6","14.3","19","19","14.3","0","4.8","0","0","0","0","0","0","21","40023","  3"
"2024-25","Winter","BIOL","3514","Introduction to Histology","Sheppard","3.3","36.7","26.7","6.7","10","3.3","3.3","6.7","0","0","0","3.3","3.3","0","30","40024","  3"
"2024-25","Winter","BIT","2405","Bus Stats Analytics & Model","Kern","3.04","10.2","11.9","18.6","32.2","11.9","8.5","3.4","1.7","0","0","0","1.7","0","59","40133","  3"
"2024-25","Winter","BIT","2406","Bus Stats Analytics & Model","Nottingham","2.66","3.8","5.7","7.5","24.5","24.5","13.2","13.2","3.8","1.9","0","0","1.9","2","53","40159","  3"
"2024-25","Winter","BIT","3414","Operations & Supply Chain Mgt","Deane","3.35","21.7","33.3","18.3","16.7","1.7","0","1.7","1.7","1.7","0","1.7","1.7","0","60","40160","  3"
"2024-25","Winter","BIT","3424","Intro Bus Analytics Modeling","Abrahams","3.82","77.8","7.4","3.7","3.7","7.4","0","0","0","0","0","0","0","0","27","40025","  3"
"2024-25","Winter","BIT","3444","Adv Bus Comp and App","Zahadat","3.08","39.3","10.7","10.7","10.7","7.1","0","0","14.3","0","0","0","7.1","1","28","40162","  3"
"2024-25","Winter","BIT","3554","Networks, Telecom, & Security","Shen","3.42","21.1","31.6","21.1","15.8","0","10.5","0","0","0","0","0","0","0","19","40163","  3"
"2024-25","Winter","BIT","3674","Cybersecurity Management II","James","3.24","8.3","58.3","0","25","0","0","0","0","0","0","0","8.3","0","12","40212","  3"
"2024-25","Winter","BIT","4444","Web-Based DSS","Flora","3.6","55.6","33.3","0","0","0","0","0","0","11.1","0","0","0","0","9","40166","  3"
"2024-25","Winter","BIT","4484","Project Management","Deane","3.91","69","31","0","0","0","0","0","0","0","0","0","0","0","29","40165","  3"
"2024-25","Winter","BIT","4624","Cybersecurity Analytics","Hodsden","3.74","60","26.7","6.7","0","0","0","6.7","0","0","0","0","0","0","15","40134","  3"
"2024-25","Winter","CEE","3604","Intro Transport Engr","Katz","3.55","57.1","10.7","10.7","10.7","7.1","0","0","0","0","0","0","3.6","0","28","40173","  3"
"2024-25","Winter","CEE","3804","Computer Applications for CEE","Abbas","3.73","55.6","22.2","11.1","5.6","5.6","0","0","0","0","0","0","0","0","18","40174","  3"
"2024-25","Winter","CHEM","1035","General Chemistry","Arachchige","2.64","10.9","10.9","12.5","20.3","6.3","9.4","7.8","4.7","4.7","9.4","0","3.1","2","64","40130","  3"
"2024-25","Winter","CHEM","2535","Organic Chemistry","Berg","2.38","4","2","6","24","6","18","16","10","6","8","0","0","1","50","40131","  3"
"2024-25","Winter","CINE","2054","Introduction to Cinema","Yates","3.98","92.9","7.1","0","0","0","0","0","0","0","0","0","0","0","14","40006","  3"
"2024-25","Winter","CMST","2034","Visual Media","Bennett","3.79","84.6","0","7.7","0","0","0","7.7","0","0","0","0","0","0","13","40194","  3"
"2024-25","Winter","CMST","3124","Interpersonal Communication","Deuyour","2.94","22.2","0","44.4","11.1","0","11.1","0","0","0","0","0","11.1","0","9","40028","  3"
"2024-25","Winter","COMM","1014","Introduction to Communication","Kuypers","2.93","0","25","12.5","25","12.5","0","25","0","0","0","0","0","0","8","40030","  3"
"2024-25","Winter","COMM","2004","Public Speaking","Thomas","3.34","20","20","13.3","33.3","13.3","0","0","0","0","0","0","0","0","15","40032","  3"
"2024-25","Winter","COMM","2004","Public Speaking","Frick","3.65","38.9","27.8","27.8","0","5.6","0","0","0","0","0","0","0","0","18","40224","  3"
"2024-25","Winter","COMM","2004","Public Speaking","Callaghan","3.25","31.6","36.8","10.5","5.3","0","5.3","0","0","0","0","0","10.5","0","19","40035","  3"
"2024-25","Winter","COMM","2004","Public Speaking","Conner","3.67","36.8","36.8","15.8","10.5","0","0","0","0","0","0","0","0","0","19","40033","  3"
"2024-25","Winter","COMM","2004","Public Speaking","Puckett","3.23","15.8","31.6","26.3","10.5","5.3","0","5.3","0","0","0","0","5.3","1","19","40226","  3"
"2024-25","Winter","COMM","2004","Public Speaking","Quesenberry","3.75","57.9","15.8","21.1","5.3","0","0","0","0","0","0","0","0","0","19","40034","  3"
"2024-25","Winter","COMM","2004","Public Speaking","Sowder","3.77","60","25","10","0","0","5","0","0","0","0","0","0","0","20","40031","  3"
"2024-25","Winter","COMM","2024","Media Writing","Woods","3.06","18.2","9.1","18.2","18.2","18.2","9.1","0","9.1","0","0","0","0","0","11","40036","  3"
"2024-25","Winter","COMM","2084","Media and Society","Smith","3.6","79.4","8.8","0","0","0","0","2.9","0","2.9","0","0","5.9","0","34","40050","  3"
"2024-25","Winter","COMM","2124","Intro Comm Research","Widgeon","3.69","56.3","18.8","6.3","12.5","6.3","0","0","0","0","0","0","0","1","16","40037","  3"
"2024-25","Winter","COMM","4024","Communication Law","Myers","2.97","16.4","14.6","7.3","29.1","12.7","5.5","5.5","3.6","1.8","0","0","3.6","0","55","40038","  3"
"2024-25","Winter","CONS","2304","Consumer and Family Finances","Cheng","3.58","37","25.9","29.6","0","0","3.7","3.7","0","0","0","0","0","0","27","40138","  3"
"2024-25","Winter","CRIM","3124","Murder in American History","Branum","3.84","55.6","37","7.4","0","0","0","0","0","0","0","0","0","0","27","40039","  3"
"2024-25","Winter","CRIM","4454","TS:Violence and Mental Illness","Vogt Yuan","3.06","60","0","20","0","0","0","0","0","0","0","0","20","0","5","40100","  3"
"2024-25","Winter","CS","1064","Intro to Programming in Python","Wenskovitch","3.82","91.9","0","0","0","0","2.7","2.7","0","0","2.7","0","0","0","37","40154","  3"
"2024-25","Winter","CS","3604","Professionalism in Computing","Dunlap","3.82","81.3","12.5","3.1","0","0","0","0","0","0","0","0","3.1","0","32","40156","  3"
"2024-25","Winter","CSES","3954","SA: South Africa","Abaye","4","100","0","0","0","0","0","0","0","0","0","0","0","0","14","40218","  1"
"2024-25","Winter","ECON","2005","Principles of Economics","Wagnon","3.18","22.2","22.2","14.8","7.4","14.8","11.1","3.7","0","0","0","3.7","0","0","27","40229","  3"
"2024-25","Winter","ECON","2005","Principles of Economics","Gendron","3.58","60","17.1","2.9","2.9","8.6","5.7","0","0","0","0","0","2.9","0","35","40189","  3"
"2024-25","Winter","ECON","2006","Principles of Economics","Bandyopadhyay","3.5","20","40","30","0","0","10","0","0","0","0","0","0","0","10","40230","  3"
"2024-25","Winter","ECON","2006","Principles of Economics","Ardalankia","2.92","16.7","5.6","27.8","16.7","5.6","16.7","0","5.6","0","0","0","5.6","0","18","40190","  3"
"2024-25","Winter","ECON","3004","TS: Int'l Trade and Finance","Gebremariam","3.55","28.6","28.6","21.4","21.4","0","0","0","0","0","0","0","0","0","14","40191","  3"
"2024-25","Winter","EDCO","2004","Healthy Relationships","Welfare","3.96","93.8","0","6.3","0","0","0","0","0","0","0","0","0","0","16","40120","  3"
"2024-25","Winter","EDEP","2444","Motivating Yourself and Others","Jones","3.46","50","12.5","12.5","0","12.5","0","12.5","0","0","0","0","0","0","8","40122","  3"
"2024-25","Winter","ENGE","1215","Foundations of Engineering","Wallwey","3.76","80.6","8.3","2.8","2.8","0","0","0","0","0","5.6","0","0","1","36","40196","  2"
"2024-25","Winter","ENGE","1215","Foundations of Engineering","Dogan","3.79","74.4","12.8","5.1","2.6","2.6","0","0","0","0","2.6","0","0","0","39","40195","  2"
"2024-25","Winter","ENGL","1654","Intro to Science Fiction","Wiscomb","3.7","90","0","0","0","0","0","0","0","0","10","0","0","0","10","40135","  3"
"2024-25","Winter","ENGL","1654","Intro to Science Fiction","Baker","3.33","83.3","0","0","0","0","0","0","0","0","0","0","16.7","0","6","40041","  3"
"2024-25","Winter","ENGL","2444","Greek and Roman Myth","Phillips","3.62","66.7","0","0","16.7","16.7","0","0","0","0","0","0","0","0","6","40111","  3"
"2024-25","Winter","ENGL","2744","Intro to Creative Writing","Conaway","3.28","58.8","5.9","5.9","11.8","5.9","0","0","0","0","0","0","11.8","0","17","40043","  3"
"2024-25","Winter","ENGL","2744","Intro to Creative Writing","Hobin","3.7","72.7","13.6","0","0","4.5","4.5","0","0","4.5","0","0","0","0","22","40042","  3"
"2024-25","Winter","ENGL","3764","Technical Writing","Kinder","3.45","33.3","46.7","6.7","0","0","0","0","0","13.3","0","0","0","0","15","40046","  3"
"2024-25","Winter","ENGL","3764","Technical Writing","Fehr","3.95","89.5","5.3","5.3","0","0","0","0","0","0","0","0","0","0","19","40175","  3"
"2024-25","Winter","ENGL","3764","Technical Writing","Passwater","3.92","84.2","10.5","0","5.3","0","0","0","0","0","0","0","0","0","19","40048","  3"
"2024-25","Winter","ENGL","3764","Technical Writing","Rabbi","3.54","61.9","14.3","9.5","0","0","0","4.8","4.8","0","4.8","0","0","0","21","40047","  3"
"2024-25","Winter","ENGL","3764","Technical Writing","Zan","3.73","81","9.5","0","4.8","0","0","0","0","0","0","0","4.8","0","21","40044","  3"
"2024-25","Winter","ENGL","3774","Business Writing","Brown","3.97","88.9","11.1","0","0","0","0","0","0","0","0","0","0","0","18","40049","  3"
"2024-25","Winter","ENSC","1016","Found Environmental Sci","Eick","3.82","63.6","18.2","18.2","0","0","0","0","0","0","0","0","0","0","11","40149","  3"
"2024-25","Winter","ESM","2104","Statics","Gragg","1.97","0","13.3","6.7","13.3","6.7","0","13.3","20","0","6.7","0","20","2","15","40197","  3"
"2024-25","Winter","ESM","2204","Mechanics of Deformable Bodies","Aidi","3.03","25","15","5","25","0","10","10","5","0","5","0","0","0","20","40198","  3"
"2024-25","Winter","ESM","2304","Dynamics","Tahmasian","3.05","30.8","7.7","15.4","15.4","0","7.7","7.7","7.7","7.7","0","0","0","0","13","40199","  3"
"2024-25","Winter","FIN","3054","Legal & Ethical Env of Bus","Malone","3.23","24","26","14","12","2","12","8","0","0","0","0","2","0","50","40171","  3"
"2024-25","Winter","FIN","3104","Introduction to Finance","Hart","3.17","32.7","13.5","9.6","9.6","11.5","3.8","11.5","7.7","0","0","0","0","2","52","40186","  3"
"2024-25","Winter","FIN","4984","SS: Real World Fin Charlotte","Hart","4","100","0","0","0","0","0","0","0","0","0","0","0","0","18","40188","  3"
"2024-25","Winter","GEOG","3954","SA: New Zealand","Juran","4","100","0","0","0","0","0","0","0","0","0","0","0","0","15","40178","  6"
"2024-25","Winter","HD","1134","Intro to Disabilities Studies","Toman","3.67","58.1","12.9","9.7","16.1","0","0","3.2","0","0","0","0","0","0","31","40051","  3"
"2024-25","Winter","HIST","1116","History of the United States","Minor","3.38","46.2","7.7","7.7","23.1","0","7.7","0","7.7","0","0","0","0","0","13","40052","  3"
"2024-25","Winter","HIST","1216","Intro to World History","McKagen","3.85","81.8","9.1","0","0","9.1","0","0","0","0","0","0","0","0","11","40053","  3"
"2024-25","Winter","HIST","2604","Intro Data in Social Context","Steinhauer","3.84","80","0","13.3","6.7","0","0","0","0","0","0","0","0","1","15","40054","  3"
"2024-25","Winter","HIST","3124","Murder in American History","Branum","3.96","88.2","11.8","0","0","0","0","0","0","0","0","0","0","0","17","40040","  3"
"2024-25","Winter","HIST","3544","World War II","Douglas","3.83","63.6","27.3","4.5","0","4.5","0","0","0","0","0","0","0","0","22","40059","  3"
"2024-25","Winter","HNFE","2204","Medical Terminology","Eaton","3.87","70.4","22.2","3.7","3.7","0","0","0","0","0","0","0","0","0","27","40060","  3"
"2024-25","Winter","HNFE","3954","SA: Costa Rica","Harden","4","100","0","0","0","0","0","0","0","0","0","0","0","0","8","40061","  1"
"2024-25","Winter","HORT","2144","Indoor Plants","Kardos","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","40152","  3"
"2024-25","Winter","HTM","2314","Intro International Business","Raschke","3.5","40","10","20","20","10","0","0","0","0","0","0","0","0","10","40143","  3"
"2024-25","Winter","HTM","3954","HTM Study Abroad","Duetsch","3.97","91.7","8.3","0","0","0","0","0","0","0","0","0","0","0","12","40204","  3"
"2024-25","Winter","HTM","4354","IT & Social Media in HTM","Han","3.74","75","4.2","4.2","4.2","8.3","4.2","0","0","0","0","0","0","0","24","40205","  3"
"2024-25","Winter","IS","2054","Introduction to World Politics","Thomas","3.8","33.3","66.7","0","0","0","0","0","0","0","0","0","0","0","6","40114","  3"
"2024-25","Winter","IS","2064","Global Econ and World Politics","Gignoux","3.62","33.3","33.3","16.7","16.7","0","0","0","0","0","0","0","0","0","6","40116","  3"
"2024-25","Winter","IS","3135","Strategies of Modern Warfare","Hodges","3.82","50","41.7","8.3","0","0","0","0","0","0","0","0","0","0","12","40118","  3"
"2024-25","Winter","IS","3624","Foreign Policy and Diplomacy","Bhamidipati","3.38","50","0","16.7","16.7","0","0","16.7","0","0","0","0","0","0","6","40119","  3"
"2024-25","Winter","IS","4044","International Communication","Jenkins","2.74","20","20","0","40","0","0","0","0","0","0","0","20","0","5","40125","  3"
"2024-25","Winter","ISE","3414","Prob Operations Research","Savage","3.44","33.3","27.8","16.7","5.6","0","11.1","5.6","0","0","0","0","0","0","18","40064","  3"
"2024-25","Winter","ITAL","3474","Topics in Italian Cinema","Sguerri","3.71","75","6.3","0","0","12.5","6.3","0","0","0","0","0","0","0","16","40065","  3"
"2024-25","Winter","ITDS","1114","Design Appreciation","Tew","3.74","72.9","11.5","5.2","2.1","2.1","4.2","0","1","0","0","0","1","0","96","40009","  3"
"2024-25","Winter","JMC","4044","International Communication","Jenkins","3.53","28.6","42.9","14.3","0","0","14.3","0","0","0","0","0","0","0","7","40124","  3"
"2024-25","Winter","JMC","4264","Social Media Theory & Practice","Watkins","3.5","70","10","10","0","0","0","0","0","0","0","0","10","0","10","40066","  3"
"2024-25","Winter","MGT","1104","Foundations of Business","Hopkins","2.44","5","10","15","10","15","10","15","5","0","5","0","10","0","20","40167","  3"
"2024-25","Winter","MGT","2064","Foundations Entrepreneurship","Reed","3.45","47.6","19.1","9.5","4.8","14.3","0","0","0","0","0","0","4.8","0","21","40141","  3"
"2024-25","Winter","MGT","2314","Intro International Business","Raschke","3.54","47.1","17.7","11.8","5.9","11.8","0","5.9","0","0","0","0","0","0","17","40142","  3"
"2024-25","Winter","MGT","3304","Mgt Th & Lead Pract","Beleny","3.62","52.6","26.3","10.5","0","5.3","0","0","0","0","5.3","0","0","0","19","40144","  3"
"2024-25","Winter","MGT","3404","Principles of Management","Deck","2.67","19.4","16.1","3.2","9.7","6.5","12.9","9.7","12.9","0","0","3.2","6.5","0","31","40145","  3"
"2024-25","Winter","MGT","3954","SA: Australia and New Zealand","Waters","4","100","0","0","0","0","0","0","0","0","0","0","0","0","10","40170","  3"
"2024-25","Winter","MGT","3954","SA: Germany & Austria","Deck","4","100","0","0","0","0","0","0","0","0","0","0","0","0","19","40147","  3"
"2024-25","Winter","MGT","3954","SA: Bus, Cultr, & Soc in Spain","Jamison","4","100","0","0","0","0","0","0","0","0","0","0","0","0","19","40148","  3"
"2024-25","Winter","MGT","3954","SA: Bus and Culture in Italy","Clevenger","3.89","70","25","5","0","0","0","0","0","0","0","0","0","0","20","40217","  3"
"2024-25","Winter","MGT","4394","Strategic Management","Slagel","3.5","26.5","28.6","22.4","14.3","6.1","2","0","0","0","0","0","0","0","49","40146","  3"
"2024-25","Winter","MGT","4394","Strategic Management","Lewis","3.83","58","32","8","2","0","0","0","0","0","0","0","0","0","50","40221","  3"
"2024-25","Winter","MKTG","3104","Marketing Management","Wertalik","3.72","51.5","24.2","15.2","6.1","1.5","1.5","0","0","0","0","0","0","0","66","40067","  3"
"2024-25","Winter","MKTG","4304","Marketing Communications","Matuszak","2.61","8.3","0","0","33.3","16.7","16.7","16.7","0","8.3","0","0","0","0","12","40068","  3"
"2024-25","Winter","MKTG","4554","Principles of Prof Selling","Michalisin","3.53","71.4","0","0","14.3","0","0","0","14.3","0","0","0","0","0","7","40069","  3"
"2024-25","Winter","MKTG","4604","Retail Management","Reilly","3.73","50","20","30","0","0","0","0","0","0","0","0","0","0","10","40070","  3"
"2024-25","Winter","MKTG","5964","Field Study","Matuszak","3.72","36.4","40.9","22.7","0","0","0","0","0","0","0","0","0","0","22","40211","  1"
"2024-25","Winter","MUS","1005","Theory Fundamentals","Irrera","2.62","30.8","7.7","15.4","0","15.4","0","0","0","0","7.7","15.4","7.7","1","13","40010","  3"
"2024-25","Winter","MUS","1104","Music Appreciation","Wilkens-Reed","3.93","82.6","15.2","0","2.2","0","0","0","0","0","0","0","0","1","46","40011","  3"
"2024-25","Winter","MUS","3814","Jazz History","Hutchins","3.76","71.4","0","14.3","14.3","0","0","0","0","0","0","0","0","0","7","40222","  3"
"2024-25","Winter","NEUR","2464","Neuroscience and Society","Unroe","3.7","90.9","0","0","0","0","0","0","0","0","0","9.1","0","0","11","40228","  3"
"2024-25","Winter","NR","3954","SA: Panama","McGee","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","40071","  3"
"2024-25","Winter","PHIL","1204","Knowledge and Reality","Patton","3.5","54.5","13.6","18.2","4.5","0","0","0","4.5","0","0","0","4.5","1","22","40072","  3"
"2024-25","Winter","PHIL","1304","Morality and Justice","D'amato","3.93","85.7","7.1","7.1","0","0","0","0","0","0","0","0","0","0","14","40074","  3"
"2024-25","Winter","PHIL","2304","Global Ethics","Fuller","3.62","60","20","12","0","0","0","4","0","0","0","0","4","2","25","40075","  3"
"2024-25","Winter","PHS","1514","Personal Health","Redican","4","100","0","0","0","0","0","0","0","0","0","0","0","0","30","40076","  3"
"2024-25","Winter","PHS","2004","Introduction to Public Health","Redican","4","100","0","0","0","0","0","0","0","0","0","0","0","0","14","40077","  3"
"2024-25","Winter","PHS","3534","Drug Education","Redican","4","100","0","0","0","0","0","0","0","0","0","0","0","0","22","40078","  3"
"2024-25","Winter","PHYS","2205","General Physics","Lin","2.63","15.4","7.7","7.7","11.5","11.5","15.4","11.5","7.7","7.7","0","0","3.8","3","26","40079","  3"
"2024-25","Winter","PHYS","2206","General Physics","Papavasiliou","3.38","20.4","34.7","20.4","12.2","6.1","0","2","0","0","2","2","0","0","49","40080","  3"
"2024-25","Winter","PHYS","2215","General Physics Laboratory","Powers","3.52","42.1","26.3","5.3","10.5","5.3","5.3","5.3","0","0","0","0","0","0","19","40081","  1"
"2024-25","Winter","PHYS","2216","General Physics Laboratory","Powers","3.1","32","16","12","12","8","0","8","0","4","4","0","4","0","25","40082","  1"
"2024-25","Winter","PM","3674","Property Management Operations","Hopkins","3.39","27.3","18.2","18.2","27.3","0","9.1","0","0","0","0","0","0","0","11","40139","  3"
"2024-25","Winter","PR","2044","Principles of Public Relations","Deuyour","2.79","0","0","11.1","33.3","44.4","0","11.1","0","0","0","0","0","0","9","40083","  3"
"2024-25","Winter","PSCI","1014","US Gov & Politics","Jewitt","3.6","50","10","10","30","0","0","0","0","0","0","0","0","0","10","40084","  3"
"2024-25","Winter","PSCI","2054","Introduction to World Politics","Thomas","3.86","77.8","11.1","0","11.1","0","0","0","0","0","0","0","0","0","9","40085","  3"
"2024-25","Winter","PSCI","2064","Global Econ and World Politics","Gignoux","3.44","37.5","37.5","0","0","12.5","0","0","12.5","0","0","0","0","0","8","40086","  3"
"2024-25","Winter","PSCI","3135","Strategies of Modern Warfare","Hodges","3.44","30","15","25","15","15","0","0","0","0","0","0","0","0","20","40088","  3"
"2024-25","Winter","PSCI","3624","Foreign Policy and Diplomacy","Bhamidipati","3.5","37.5","25","12.5","12.5","0","12.5","0","0","0","0","0","0","0","8","40089","  3"
"2024-25","Winter","PSCI","4644","Wash Semester Policy","Dull","3.97","88.9","11.1","0","0","0","0","0","0","0","0","0","0","0","9","40208","  3"
"2024-25","Winter","PSCI","4644","Wash Semester Policy","Hult","3.97","88.9","11.1","0","0","0","0","0","0","0","0","0","0","0","9","40208","  3"
"2024-25","Winter","PSYC","2044","Psychology of Learning","Kerfoot","3.95","95.2","0","0","4.8","0","0","0","0","0","0","0","0","0","21","40179","  3"
"2024-25","Winter","PSYC","2064","Intro Neuroscience of Behavior","Uscatescu","4","100","0","0","0","0","0","0","0","0","0","0","0","0","9","40181","  3"
"2024-25","Winter","PSYC","2074","Animal Behavior","Hoffman","3.87","64.7","29.4","5.9","0","0","0","0","0","0","0","0","0","0","17","40182","  3"
"2024-25","Winter","RLCL","1014","World Religions","Shajahan","4","100","0","0","0","0","0","0","0","0","0","0","0","0","13","40110","  3"
"2024-25","Winter","SOC","1004","Introductory Sociology","Brunsma","3.77","68.8","15.6","6.3","0","6.3","0","3.1","0","0","0","0","0","0","32","40093","  3"
"2024-25","Winter","SOC","2604","Intro Data in Social Context","Steinhauer","3.74","80","0","0","0","20","0","0","0","0","0","0","0","0","5","40055","  3"
"2024-25","Winter","SOC","3004","Social Inequality","Perdue","4","100","0","0","0","0","0","0","0","0","0","0","0","0","10","40096","  3"
"2024-25","Winter","SOC","4454","TS:Violence and Mental Illness","Vogt Yuan","3.52","40","0","40","20","0","0","0","0","0","0","0","0","1","5","40099","  3"
"2024-25","Winter","SOC","4454","TS: Media and Crime","King","2.05","0","0","16.7","0","33.3","16.7","0","0","16.7","0","0","16.7","0","6","40097","  3"
"2024-25","Winter","SPAN","3554","Teaching Spanish","Cana Jimenez","3.63","68.4","10.5","10.5","5.3","0","0","0","0","0","0","0","5.3","1","19","40123","  3"
"2024-25","Winter","SPAN","3954","Study Abroad","Sobrado","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","40153","  3"
"2024-25","Winter","SPES","2004","Cannabis Sci Ind & Culture","Niemiera","3.91","85.4","7.3","4.9","0","2.4","0","0","0","0","0","0","0","0","41","40151","  3"
"2024-25","Winter","SPES","3954","Study Abroad","Eick","4","100","0","0","0","0","0","0","0","0","0","0","0","0","13","40150","  3"
"2024-25","Winter","SPIA","4454","Future of Cities","Tirpak","3.84","62.5","25","12.5","0","0","0","0","0","0","0","0","0","0","8","40012","  3"
"2024-25","Winter","STAT","2094","Basic R for Statistics","Merkes","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","40184","  1"
"2024-25","Winter","STAT","3615","Biological Statistics","Hanlon","2.75","18.4","13.2","5.3","13.2","13.2","13.2","0","13.2","2.6","2.6","2.6","2.6","0","38","40183","  3"
"2024-25","Winter","STS","3284","Technology and Disability","Zhumadilova","3.87","80","6.7","6.7","6.7","0","0","0","0","0","0","0","0","0","15","40108","  3"
"2024-25","Winter","WGS","1824","Intro Women's & Gender Studies","Diaz","3.98","93.8","6.3","0","0","0","0","0","0","0","0","0","0","0","16","40109","  3"
"2024-25","Winter","WGS","4954","SA: India and Social Justice","Zare","4","100","0","0","0","0","0","0","0","0","0","0","0","0","5","40104","  3"
"2025-26","Fall","AAD","1004","Exploring Arch, Arts, & Design","Rinehart","3.61","76.7","0","10","3.3","0","0","0","0","3.3","6.7","0","0","0","30","80061","  2"
"2025-26","Fall","AAD","1204","Thinking Globally","Hamming","3.76","85.7","3.6","0","3.6","0","0","3.6","0","0","0","3.6","0","0","28","80063","  1"
"2025-26","Fall","AAD","1204","Thinking Globally","Hamming","3.75","81","4.8","2.4","7.1","0","0","0","2.4","0","0","0","2.4","0","42","80062","  1"
"2025-26","Fall","AAEC","1005","Econ Food Fiber Sys","Stephenson","2.81","11.7","10","16.7","20","11.7","7.5","9.2","5","2.5","3.3","0.8","1.7","3","120","80065","  3"
"2025-26","Fall","AAEC","1005","Econ Food Fiber Sys","Ellerbrock","3.08","29.3","17.9","5","15","10.7","7.1","5","2.9","2.1","0.7","0","4.3","21","140","80064","  3"
"2025-26","Fall","AAEC","1006","Econ Food Fiber Syst","Enz","2.6","2.1","17","4.3","21.3","19.1","10.6","6.4","6.4","2.1","8.5","0","2.1","6","47","80066","  3"
"2025-26","Fall","AAEC","1006","Econ Food Fiber Syst","Ellerbrock","2.3","10.2","8.5","13.6","8.5","13.6","6.8","0","11.9","1.7","11.9","1.7","11.9","2","59","80067","  3"
"2025-26","Fall","AAEC","2104","Personal Financial Planning","White","3.76","84.4","3.6","3.3","2","1.5","0.7","0.8","0.2","0","0.8","0","2.7","5","603","80068","  3"
"2025-26","Fall","AAEC","2434","Foundations of Agribusiness","Ortez Amador","3.57","56.9","12.5","9.7","8.3","2.8","2.8","4.2","0","1.4","1.4","0","0","0","72","80069","  3"
"2025-26","Fall","AAEC","3004","Agr Prod & Cons Econ","Larochelle","3","38.1","4.8","9.5","4.8","4.8","14.3","9.5","4.8","4.8","4.8","0","0","0","21","80071","  3"
