Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits
"2024-25","Fall","FR","3304","Intro French Lit","Shryock","3.72","63.6","0","27.3","9.1","0","0","0","0","0","0","0","0","0","11","92171","  3"
"2024-25","Summer I","GEOG","1004","Intro Human Geography","Oliver","3.16","36.4","36.4","0","0","0","9.1","0","9.1","0","0","0","9.1","0","11","64630","  3"
"2024-25","Summer I","MGT","2314","Intro International Business","Feigenbaum","3.43","45.5","9.1","18.2","9.1","9.1","0","0","9.1","0","0","0","0","0","11","63351","  3"
"2024-25","Fall","HTM","2314","Intro International Business","Singal","2.24","0","0","18.2","9.1","18.2","27.3","9.1","0","0","0","9.1","9.1","4","11","86400","  3"
"2024-25","Fall","HTM","2314","Intro International Business","Feigenbaum","3","27.3","18.2","0","18.2","0","18.2","0","9.1","9.1","0","0","0","3","11","86404","  3"
"2024-25","Summer I","CEE","3274","Intro Land Development","Shealy","3.1","9.1","18.2","0","45.5","18.2","9.1","0","0","0","0","0","0","0","11","64693","  3"
"2024-25","Fall","HUM","1704","Intro to Appalachian Studies","Edmondson","3.89","63.6","36.4","0","0","0","0","0","0","0","0","0","0","0","11","90871","  3"
"2024-25","Summer I","PSCI","2014","Intro to Political Theory","Gignoux","3.28","27.3","45.5","9.1","0","0","9.1","0","0","0","0","0","9.1","0","11","63973","  3"
"2024-25","Fall","ART","2434","Introduction to Creative Code","Thompto","3.36","45.5","18.2","0","9.1","0","18.2","9.1","0","0","0","0","0","1","11","90556","  3"
"2024-25","Fall","FIN","3144","Investments: Debt-Equity-Deriv","Rodriguez","2.66","0","9.1","27.3","27.3","9.1","0","0","9.1","9.1","9.1","0","0","2","11","92114","  3"
"2024-25","Fall","ARCH","5125","Materials Processes Workshop","Pieper","3.95","81.8","18.2","0","0","0","0","0","0","0","0","0","0","0","11","81107","  3"
"2024-25","Fall","PHIL","5324","Metaethics","Horn","3.95","81.8","18.2","0","0","0","0","0","0","0","0","0","0","0","11","91744","  3"
"2024-25","Fall","ALCE","4034","Meth of Planning Ed Prog in Ag","Milliken","2.95","54.5","0","0","9.1","9.1","0","0","0","9.1","0","18.2","0","0","11","80280","  3"
"2024-25","Fall","ISE","5015","Mgt Organizational Systems","Hosseinichimeh","3.76","54.5","27.3","9.1","9.1","0","0","0","0","0","0","0","0","0","11","86652","  3"
"2024-25","Summer I","MKTG","4354","Mktg Chnl & Lgst","Michalisin","3.95","81.8","18.2","0","0","0","0","0","0","0","0","0","0","0","11","63384","  3"
"2024-25","Fall","PPWS","5714","Molec Biol Applied Plant Sci","Westwood","3.45","36.4","9.1","18.2","27.3","9.1","0","0","0","0","0","0","0","0","11","91383","  3"
"2024-25","Fall","JMC","3154","Multimedia Reporting","Robinson","2.79","9.1","0","0","54.5","9.1","0","27.3","0","0","0","0","0","1","11","86839","  3"
"2024-25","Fall","ECE","5565","Network Arch and Protocols","Midkiff","3.67","45.5","27.3","18.2","0","9.1","0","0","0","0","0","0","0","0","11","90647","  3"
"2024-25","Fall","CS","5565","Network Arch and Protocols","Midkiff","3.59","36.4","36.4","0","18.2","9.1","0","0","0","0","0","0","0","0","11","90671","  3"
"2024-25","Fall","ACIS","3554","Networks, Telecom, & Security","Shen","3.66","45.5","18.2","27.3","9.1","0","0","0","0","0","0","0","0","1","11","80154","  3"
"2024-25","Fall","AT","0424","Nutrient Management Planning","Gwaltney","3.31","45.5","9.1","9.1","9.1","9.1","0","9.1","9.1","0","0","0","0","0","11","81371","  3"
"2024-25","Fall","ECE","4134","Photonics","Shao","3.95","81.8","18.2","0","0","0","0","0","0","0","0","0","0","0","11","83739","  3"
"2024-25","Summer I","MATH","1214","Preparation for Calculus","Sharpe","3.4","27.3","18.2","18.2","18.2","18.2","0","0","0","0","0","0","0","0","11","62748","  3"
"2024-25","Fall","ART","1404","Principles of Drawing","Salisbury","3.97","90.9","9.1","0","0","0","0","0","0","0","0","0","0","1","11","81227","  3"
"2024-25","Fall","ART","1404","Principles of Drawing","Miller","3.64","63.6","9.1","9.1","9.1","0","0","9.1","0","0","0","0","0","0","11","81232","  3"
"2024-25","Summer I","MKTG","4554","Principles of Prof Selling","Collins","2.97","45.5","0","9.1","9.1","9.1","0","9.1","9.1","0","0","0","9.1","0","11","63386","  3"
"2024-25","Summer I","STAT","3104","Probability and Distributions","Loda","3.58","54.5","27.3","9.1","0","0","0","0","0","0","9.1","0","0","0","11","64667","  3"
"2024-25","Fall","ARCH","4044","Professional Practice","Syvertsen","3.85","63.6","27.3","9.1","0","0","0","0","0","0","0","0","0","0","11","81001","  3"
"2024-25","Fall","LAR","4244","Professional Practice LAR","Hill","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","86917","  3"
"2024-25","Fall","RLCL","2204","Race & Gender in Rel & Cult","Mesarovic","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","90901","  3"
"2024-25","Fall","WGS","2204","Race & Gender in Rel & Cult","Mesarovic","3.85","90.9","0","0","0","0","9.1","0","0","0","0","0","0","0","11","90902","  3"
"2024-25","Fall","STAT","5514","Regression Analysis","Franck","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","89929","  3"
"2024-25","Summer I","HTM","5574","Revenue Mgt Hospitality Servcs","Zwibak","3.39","18.2","18.2","36.4","18.2","9.1","0","0","0","0","0","0","0","0","11","64661","  3"
"2024-25","Summer I","SPAN","3954","SA: Camino in Spain I","Hesp","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","64121","  3"
"2024-25","Summer I","SPAN","3954","SA: Camino in Spain II","Hesp","3.82","90.9","0","0","0","0","0","9.1","0","0","0","0","0","0","11","64122","  3"
"2024-25","Summer I","RUS","3954","SA: Summer in Latvia 1","Rutsala","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","64051","  3"
"2024-25","Summer I","RUS","3954","SA: Summer in Latvia 2","Rutsala","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","64052","  3"
"2024-25","Fall","SOC","6984","SS: Theories of Crime","Dearden","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","92192","  3"
"2024-25","Fall","CMDA","4634","Scalable Computing for CMDA","Warburton","3.49","63.6","9.1","0","0","9.1","0","18.2","0","0","0","0","0","3","11","83077","  3"
"2024-25","Fall","IS","3115","Selected World Problems","Wu","3.48","27.3","27.3","27.3","9.1","0","9.1","0","0","0","0","0","0","2","11","92324","  3"
"2024-25","Fall","IS","4024","Seminar Diplomacy & Security","Stivachtis","3.24","18.2","9.1","27.3","27.3","9.1","9.1","0","0","0","0","0","0","0","11","86560","  3"
"2024-25","Fall","ISE","5474","Stat Quality Control","Tsui","3.67","36.4","36.4","18.2","9.1","0","0","0","0","0","0","0","0","0","11","86681","  3"
"2024-25","Fall","AAEC","5054","Strategic Agribusiness Mgmt","Dalton","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","80096","  3"
"2024-25","Summer I","NR","5874","Strategies for Sustainability","Lawrence","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","63483","  3"
"2024-25","Fall","NR","5874","Strategies for Sustainability","McCullough","3.52","54.5","0","9.1","18.2","18.2","0","0","0","0","0","0","0","0","11","88534","  3"
"2024-25","Fall","RUS","4304","Studies in Russian Literature","Efird","3.94","90.9","0","9.1","0","0","0","0","0","0","0","0","0","0","11","91031","  3"
"2024-25","Fall","MATH","5564","System-Theory Model Reduction","Gugercin","3.61","81.8","9.1","0","0","0","0","0","0","0","0","0","9.1","0","11","91672","  3"
"2024-25","Fall","CINE","3184","TS: Cinematography","Perkinson","3.68","45.5","36.4","0","9.1","9.1","0","0","0","0","0","0","0","0","11","83044","  3"
"2024-25","Fall","ART","3574","TS: Cross-culture,cross-space","Wu","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","81266","  3"
"2024-25","Fall","ART","1004","TS: East Asian Water Media","Jung","3.45","72.7","9.1","0","0","0","0","0","0","9.1","9.1","0","0","2","11","81209","  3"
"2024-25","Fall","ECON","3884","TS: Fairness","Hersch","3.39","36.4","9.1","27.3","0","18.2","9.1","0","0","0","0","0","0","0","11","84495","  3"
"2024-25","Fall","ART","3504","TS: Intro to Game Development","Tucker","4","100","0","0","0","0","0","0","0","0","0","0","0","0","11","90557","  3"
"2024-25","Fall","BIOL","6014","TS: Macroevolution","Uyeda","3.95","81.8","18.2","0","0","0","0","0","0","0","0","0","0","0","11","90741","  3"
"2024-25","Fall","ART","3504","TS: Sound: Medium & Material","Duffield","3.64","81.8","0","0","0","0","0","18.2","0","0","0","0","0","0","11","90515","  3"
"2024-25","Fall","ACIS","5314","Tax Concepts and Research","Galer","3.57","27.3","27.3","36.4","9.1","0","0","0","0","0","0","0","0","0","11","90644","  3"
"2024-25","Fall","LDRS","3104","The Dynamics of Leadership","Walz","3.66","54.5","18.2","18.2","0","0","9.1","0","0","0","0","0","0","0","11","86973","  3"
"2024-25","Fall","TA","3014","Theatre Production Lab","Blackburn","3.85","86.7","0","0","13.3","0","0","0","0","0","0","0","0","0","15","90093","  1"
"2024-25","Fall","ARCH","3604","Top Arch & Praxis","von Weise","3.31","18.2","36.4","18.2","9.1","0","0","18.2","0","0","0","0","0","0","11","91504","  3"
"2024-25","Fall","AOE","4994","Undergraduate Research","Lowe","3.94","90.9","0","9.1","0","0","0","0","0","0","0","0","0","0","11","80526","  3"
"2024-25","Summer I","RED","4664","Universal Design","Hwang","3.43","81.8","0","0","0","0","0","0","9.1","0","0","0","9.1","0","11","64583","  3"
"2024-25","Fall","EDHE","6094","University Leadership","Pete","3.58","27.3","45.5","18.2","0","0","9.1","0","0","0","0","0","0","0","11","90679","  3"
"2024-25","Fall","UNIV","2114","Unleash Your HokiePotential","Schwab","3.89","87.9","3","3","3","0","3","0","0","0","0","0","0","0","33","90344","  1"
"2024-25","Fall","NR","5204","Water Conflict & Management","DiMauro","3.95","81.8","18.2","0","0","0","0","0","0","0","0","0","0","0","11","88520","  3"
"2024-25","Fall","WATR","3754","Watersheds and Water Quality","McLaughlin","3.75","81.8","0","0","9.1","0","9.1","0","0","0","0","0","0","0","11","90456","  3"
"2024-25","Summer I","BIT","4444","Web-Based DSS","Flora","3.18","45.5","9.1","18.2","9.1","0","0","0","9.1","0","0","0","9.1","0","11","60494","  3"
"2024-25","Fall","MGT","4935","Cadet Citizen Leader Practicum","Mallory","3.63","64.7","11.8","11.8","5.9","0","0","0","0","0","0","5.9","0","0","17","87906","  2"
"2024-25","Fall","MUS","3414","Choral Ensemble Music","Bigler","3.95","94.1","2.9","0","0","2.9","0","0","0","0","0","0","0","0","34","88291","  1"
"2024-25","Fall","GRAD","5144","Communicating Science","Kroehler","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","86127","  2"
"2024-25","Fall","GRAD","5144","Communicating Science","Harris","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","86127","  2"
"2024-25","Fall","GRAD","5144","Communicating Science","Ginn","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","86127","  2"
"2024-25","Fall","MGT","1935","Fund of Cadet Prof Leadership","Fleenor","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","0","17","87820","  2"
"2024-25","Fall","ECE","2804","Integrated Design Project","Sarker","2.84","23.5","17.6","5.9","11.8","0","17.6","11.8","0","0","5.9","0","5.9","1","17","83696","  2"
"2024-25","Fall","ECE","2804","Integrated Design Project","Milburn","2.66","5.9","11.8","5.9","23.5","11.8","11.8","17.6","0","11.8","0","0","0","0","17","83699","  2"
"2024-25","Fall","MUS","2815","Jazz Improvisation","Pace","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","88257","  2"
"2024-25","Fall","APSC","3764","Livestock Merchandising","Eversole","3.75","41.2","41.2","17.6","0","0","0","0","0","0","0","0","0","0","17","80785","  2"
"2024-25","Fall","AT","0294","Livestock Merchandising","Eversole","3.38","17.6","35.3","29.4","0","5.9","5.9","0","5.9","0","0","0","0","0","17","81367","  2"
"2024-25","Fall","MSE","1004","Materials In Todays World","Aning","3.71","79.4","0","2.9","14.7","0","0","0","0","0","0","0","2.9","0","34","91714","  1"
"2024-25","Fall","HNFE","3034","Methods Human Hlth Assessment","Davy","3.28","23.5","11.8","17.6","35.3","5.9","0","0","5.9","0","0","0","0","1","17","86318","  2"
"2024-25","Fall","PHS","1004","PHS First Yr Experience","Cross","3.68","76.5","0","0","20.6","0","0","0","0","0","0","0","2.9","0","34","91952","  1"
"2024-25","Fall","PHYS","2325","Seminar for Physics Majors","Simonetti","3.47","70.6","0","8.8","8.8","0","2.9","0","0","0","0","2.9","5.9","0","34","89018","  1"
"2024-25","Summer I","MGT","5634","Strategic Business Environment","Simpson","3.95","82.4","17.6","0","0","0","0","0","0","0","0","0","0","0","34","63358","  1"
"2024-25","Fall","IDS","3224","TS: Workshop","Sullivan","3.91","91.2","0","0","8.8","0","0","0","0","0","0","0","0","0","34","86500","  1"
"2024-25","Fall","AS","1115","Introduction to the Air Force","Carlson","3.95","91.4","5.7","0","2.9","0","0","0","0","0","0","0","0","0","35","81340","  1"
"2024-25","Fall","AAD","1204","Thinking Globally","Hamming","3.66","57.1","20","11.4","2.9","5.7","0","0","0","0","0","2.9","0","0","35","80062","  1"
"2024-25","Fall","UNIV","2114","Unleash Your HokiePotential","Silknetter","3.66","71.4","8.6","0","8.6","5.7","0","0","2.9","0","2.9","0","0","0","35","90349","  1"
"2024-25","Fall","EDCI","5224","Adv C&I El/Mid Soc St","Bradley","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","84550","  3"
"2024-25","Fall","PAPA","6154","Adv Topics Pub Orgs","Mester","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","12","88674","  3"
"2024-25","Fall","PAPA","6154","Adv Topics Pub Orgs","Davis","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","12","88674","  3"
"2024-25","Fall","PAPA","6154","Adv Topics Pub Orgs","Casey","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","12","88674","  3"
"2024-25","Fall","CS","6704","Adv Topics S/W Eng","Meng","3.92","91.7","0","0","8.3","0","0","0","0","0","0","0","0","0","12","83597","  3"
"2024-25","Fall","CHEM","5114","Advanced Electrochemistry","Morris","3.05","16.7","8.3","25","8.3","16.7","16.7","8.3","0","0","0","0","0","0","12","90829","  3"
"2024-25","Fall","APSC","5134","Appl Behavior Analysis Animals","Feuerbacher","3.64","50","16.7","8.3","25","0","0","0","0","0","0","0","0","0","12","80847","  3"
"2024-25","Fall","ARCH","4515","Architecture V","Bassett","3.72","50","16.7","33.3","0","0","0","0","0","0","0","0","0","0","6","81055","  6"
"2024-25","Fall","ARCH","4515","Architecture V","Borunda Monsivais","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","81061","  6"
"2024-25","Fall","ARCH","4515","Architecture V","Zellner Bassett","3.55","50","0","33.3","0","16.7","0","0","0","0","0","0","0","0","6","81062","  6"
"2024-25","Fall","ARCH","4515","Architecture V","Hernandez","3.85","50","50","0","0","0","0","0","0","0","0","0","0","0","6","81063","  6"
"2024-25","Fall","ARCH","4515","Architecture V","Garcia Carrasco","3.85","50","50","0","0","0","0","0","0","0","0","0","0","0","6","81063","  6"
"2024-25","Fall","ARCH","4515","Architecture V","Schnoedt","3.45","16.7","33.3","16.7","33.3","0","0","0","0","0","0","0","0","0","6","81066","  6"
"2024-25","Summer I","ART","3044","Art and Architecture of India","Moseley Christian","3.23","33.3","8.3","8.3","16.7","25","0","0","8.3","0","0","0","0","1","12","64841","  3"
"2024-25","Summer I","NR","5454","Biodiversity Stewardship","Egenrieder","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","63475","  3"
"2024-25","Fall","MATH","5545","Calculus of Variation","Burns","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","91312","  3"
"2024-25","Summer I","CS","5934","Capstone Project","Mengistu","3.92","75","25","0","0","0","0","0","0","0","0","0","0","0","12","64774","  3"
"2024-25","Fall","NEUR","5014","Cellular Neuroscience","Pickrell","3.11","25","0","33.3","8.3","16.7","0","8.3","8.3","0","0","0","0","0","12","88471","  3"
"2024-25","Fall","HTM","3414","Chef Lab: Culinary Ops Mgt","Yanisko","3.9","66.7","33.3","0","0","0","0","0","0","0","0","0","0","0","9","86417","  4"
"2024-25","Fall","CLA","2244","Cities of Rome","Freas","3.41","25","16.7","41.7","8.3","0","0","8.3","0","0","0","0","0","0","12","90927","  3"
"2024-25","Fall","CEE","3684","Civil Engineering Materials","Mokarem","3.62","44.4","11.1","33.3","11.1","0","0","0","0","0","0","0","0","0","9","82294","  4"
"2024-25","Fall","GR","1105","Class and NT Greek","Becker","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","12","86098","  3"
"2024-25","Fall","EDEP","6644","College Teaching","Doolittle","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","84665","  3"
"2024-25","Fall","GRAD","5144","Communicating Science","Kroehler","3.96","94.4","0","5.6","0","0","0","0","0","0","0","0","0","0","18","86126","  2"
"2024-25","Fall","IS","1024","Comp Gov & Politics","Binev","2.88","0","0","33.3","33.3","8.3","16.7","8.3","0","0","0","0","0","1","12","86519","  3"
"2024-25","Fall","CEM","2714","Construction Safety Systems","Roofigari-Esfahan","2.88","8.3","8.3","16.7","33.3","0","16.7","8.3","8.3","0","0","0","0","0","12","91733","  3"
"2024-25","Fall","ENGL","3714","Creative Writing: Poetry","Terazawa","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","85079","  3"
"2024-25","Summer I","EDEL","5134","Curriculum Leadership P-12 Ed","Brinkmann","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","64697","  3"
"2024-25","Fall","BIT","4624","Cybersecurity Analytics","Flora","3.08","25","16.7","8.3","25","0","8.3","8.3","0","0","8.3","0","0","0","12","81918","  3"
"2024-25","Summer I","BIT","5134","Cybersecurity Program Design","Baker","3.67","91.7","0","0","0","0","0","0","0","0","0","0","8.3","0","12","64660","  3"
"2024-25","Fall","CONS","4314","Debtor-Creditor Relationships","Cheng","3.83","75","8.3","8.3","8.3","0","0","0","0","0","0","0","0","0","12","83224","  3"
"2024-25","Fall","ISE","3434","Determ Operations Research II","Kannan","3.54","25","50","16.7","0","0","0","0","8.3","0","0","0","0","0","12","86619","  3"
"2024-25","Fall","JMC","4814","Digital Newsroom: Online","Woolly","3.64","58.3","25","8.3","0","0","0","0","0","8.3","0","0","0","0","12","90746","  3"
"2024-25","Fall","FR","1105","Elementary French","Noirot","3.68","33.3","58.3","0","0","0","8.3","0","0","0","0","0","0","1","12","85620","  3"
"2024-25","Fall","FR","1105","Elementary French","Mallet","3.68","33.3","58.3","0","0","0","8.3","0","0","0","0","0","0","1","12","85620","  3"
"2024-25","Fall","LAT","1105","Elementary Latin","Steer","3.45","25","25","25","8.3","16.7","0","0","0","0","0","0","0","0","12","86950","  3"
"2024-25","Fall","STS","2054","Engineering Cultures","Haines","3.78","75","0","8.3","16.7","0","0","0","0","0","0","0","0","0","12","89959","  3"
"2024-25","Fall","STAT","5204","Exp Design: Concepts & Appl","Van Mullekom","3.65","41.7","33.3","8.3","8.3","8.3","0","0","0","0","0","0","0","0","12","89922","  3"
"2024-25","Fall","ENGE","4964","FS: IDPro","Huerta","3.87","85.7","7.1","0","0","7.1","0","0","0","0","0","0","0","1","14","84787","  1"
"2024-25","Fall","EDCI","3964","FW: English Education","Bell","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","84540","  6"
"2024-25","Fall","WGS","2114","Feminist Theory","Zare","3.61","41.7","16.7","25","16.7","0","0","0","0","0","0","0","0","1","12","90470","  3"
"2024-25","Fall","CINE","3214","Fiction Cinema Production","Dye","3.79","58.3","33.3","0","0","8.3","0","0","0","0","0","0","0","0","12","83045","  3"
"2024-25","Summer I","SPIA","4964","Field Work/Practicum","Dull","4","100","0","0","0","0","0","0","0","0","0","0","0","0","6","64174","  6"
"2024-25","Fall","ACIS","5194","Financial Statement Analysis","Acito","3.73","41.7","41.7","8.3","8.3","0","0","0","0","0","0","0","0","0","12","80185","  3"
"2024-25","Summer I","ENGL","1105","First-Year Writing","Bennington","2.58","50","0","0","8.3","0","0","16.7","0","0","0","0","25","1","12","62050","  3"
"2024-25","Fall","ACIS","5444","Forensic & Investigative Acctg","Rogers","3.7","33.3","41.7","25","0","0","0","0","0","0","0","0","0","0","12","80191","  3"
"2024-25","Fall","APS","5004","Foundation Appalachian Studies","Bell","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","12","90884","  3"
"2024-25","Summer I","PHYS","2206","General Physics","Lin","2.42","8.3","8.3","8.3","16.7","8.3","16.7","8.3","8.3","0","8.3","0","8.3","2","12","63920","  3"
"2024-25","Fall","BCHM","4054","Genomics","Biase","3.75","91.7","0","0","0","0","0","0","0","0","8.3","0","0","0","12","81505","  3"
"2024-25","Fall","GEOG","5014","Geographic Theory and Research","Kolivras","3.94","91.7","0","8.3","0","0","0","0","0","0","0","0","0","0","12","85881","  3"
"2024-25","Fall","GEOG","5014","Geographic Theory and Research","Galappaththi","3.94","91.7","0","8.3","0","0","0","0","0","0","0","0","0","0","12","85881","  3"
"2024-25","Fall","EDEL","6044","Gov and Pol in Educ","Mullen","3.92","91.7","0","0","8.3","0","0","0","0","0","0","0","0","0","12","90697","  3"
"2024-25","Fall","FR","3105","Gram/Composition/Conversation","Mishra","3.72","66.7","16.7","0","8.3","0","8.3","0","0","0","0","0","0","1","12","85626","  3"
"2024-25","Fall","HIST","2004","Historical Methods","Thorp","2.61","25","0","8.3","25","8.3","8.3","8.3","0","0","0","0","16.7","0","12","86223","  3"
"2024-25","Fall","HIST","2355","History of China","Schneider","2.82","0","33.3","0","41.7","8.3","0","0","0","8.3","0","0","8.3","1","12","91182","  3"
"2024-25","Fall","PAPA","5354","Hmlnd Sec & Response &Recovery","Roberts","3.76","41.7","41.7","16.7","0","0","0","0","0","0","0","0","0","0","12","91755","  3"
"2024-25","Fall","UH","3204","Honors Service Learning","Budowle","3.97","91.7","8.3","0","0","0","0","0","0","0","0","0","0","0","12","90317","  3"
"2024-25","Fall","PSCI","3184","Human Security","Harris","3.12","41.7","8.3","0","8.3","16.7","8.3","0","8.3","8.3","0","0","0","0","12","89335","  3"
"2024-25","Fall","CS","4974","Independent Study","Ellis","3.95","83.3","16.7","0","0","0","0","0","0","0","0","0","0","0","12","83408","  3"
"2024-25","Fall","CEE","5440","Instrumentation & Signal Proc","Sarlo","3.83","66.7","16.7","16.7","0","0","0","0","0","0","0","0","0","0","12","91932","  3"
"2024-25","Fall","ECE","2804","Integrated Design Project","Yu","3.2","0","27.8","33.3","22.2","5.6","11.1","0","0","0","0","0","0","0","18","83695","  2"
"2024-25","Fall","ECE","2804","Integrated Design Project","Milburn","3.07","11.1","5.6","22.2","27.8","22.2","11.1","0","0","0","0","0","0","0","18","83697","  2"
"2024-25","Fall","ECE","2804","Integrated Design Project","Sarker","3.24","16.7","11.1","44.4","5.6","5.6","16.7","0","0","0","0","0","0","0","18","83702","  2"
"2024-25","Fall","FREC","2214","Intr Land & Field Measurements","Radtke","2.84","0","25","16.7","25","16.7","0","8.3","0","0","0","0","8.3","1","12","85651","  3"
"2024-25","Fall","MATH","2204","Intro Multivariable Calculus","Rabby","3.03","33.3","8.3","8.3","8.3","16.7","8.3","0","8.3","0","8.3","0","0","1","12","87183","  3"
"2024-25","Fall","HUM","1704","Intro to Appalachian Studies","Satterwhite","3.25","16.7","25","16.7","16.7","8.3","16.7","0","0","0","0","0","0","0","12","90881","  3"
"2024-25","Fall","EDCI","1004","Intro to Teacher Ed","Jarrett","4","100","0","0","0","0","0","0","0","0","0","0","0","0","36","84531","  1"
"2024-25","Summer I","HIST","1215","Intro to World History","Nurani","3.45","58.3","16.7","0","0","8.3","8.3","0","0","0","8.3","0","0","0","12","64792","  3"
"2024-25","Fall","CEE","2804","Introduction to CEE","Katz","3.5","66.7","8.3","0","8.3","0","8.3","0","0","0","8.3","0","0","0","12","82241","  3"
"2024-25","Fall","JPN","4104","Japanese Advanced Grammar","Kumazawa","3.3","41.7","8.3","16.7","16.7","0","8.3","0","0","0","8.3","0","0","0","12","90907","  3"
"2024-25","Fall","ECON","4074","Labor Economics","Felegi","3.39","33.3","16.7","16.7","16.7","8.3","0","8.3","0","0","0","0","0","0","12","84497","  3"
"2024-25","Fall","AOE","5744","Linear Systems Theory","Boker","3.57","33.3","33.3","8.3","16.7","8.3","0","0","0","0","0","0","0","0","12","80566","  3"
"2024-25","Fall","ISE","5204","Manuf Systems Eng","Rao","3.08","8.3","16.7","33.3","16.7","8.3","0","8.3","8.3","0","0","0","0","0","12","86670","  3"
"2024-25","Fall","MSE","4304","Metals and Alloys","Druschitz","3.28","25","25","16.7","8.3","8.3","0","16.7","0","0","0","0","0","0","12","88155","  3"
"2024-25","Summer I","MTRG","3524","Meteorology Field Methods","Carroll","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","63428","  3"
"2024-25","Fall","PHYS","5714","Methods of Theoretical Physics","Kaplan","3.43","8.3","41.7","16.7","33.3","0","0","0","0","0","0","0","0","0","12","89125","  3"
"2024-25","Fall","UAP","5424","Metropolitan Planning Topics","Mastran","3.71","25","58.3","16.7","0","0","0","0","0","0","0","0","0","0","12","90212","  3"
"2024-25","Fall","PHYS","4315","Modern Experimental Physics","Heremans","4","100","0","0","0","0","0","0","0","0","0","0","0","0","18","89062","  2"
"2024-25","Summer I","JMC","3154","Multimedia Reporting","Robinson","1.72","0","0","8.3","0","8.3","25","8.3","0","8.3","25","16.7","0","2","12","62640","  3"
"2024-25","Fall","NANO","3015","Nano Synth & Characterization","Magill","3.62","44.4","11.1","33.3","11.1","0","0","0","0","0","0","0","0","0","9","88349","  4"
"2024-25","Fall","NANO","3015","Nano Synth & Characterization","Liu","3.62","44.4","11.1","33.3","11.1","0","0","0","0","0","0","0","0","0","9","88349","  4"
"2024-25","Fall","PAPA","6414","Normative Foundations","Malczewski","3.82","50","41.7","8.3","0","0","0","0","0","0","0","0","0","0","12","88684","  3"
"2024-25","Fall","PPE","4884","PPE Capstone Course","Wendt","2.31","8.3","8.3","16.7","8.3","16.7","0","8.3","8.3","8.3","0","0","16.7","1","12","89256","  3"
"2024-25","Summer I","PAPA","6324","Per Proc & Policy","Bredenkamp","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","64833","  3"
"2024-25","Fall","BIOL","1135","Phage Hunters","Voshell","4","100","0","0","0","0","0","0","0","0","0","0","0","0","18","81669","  2"
"2024-25","Summer I","EDEL","6034","Plan Ed Facilities","Cash","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","61902","  3"
"2024-25","Summer I","PSCI","3016","Political Theory","Glasson","3.43","41.7","41.7","0","0","8.3","0","0","0","0","0","0","8.3","0","12","63978","  3"
"2024-25","Fall","ART","1404","Principles of Drawing","Salisbury","3.59","66.7","25","0","0","0","0","0","0","0","0","0","8.3","0","12","81229","  3"
"2024-25","Summer I","ECON","2006","Principles of Economics","Bandyopadhyay","2.9","8.3","8.3","8.3","25","33.3","0","16.7","0","0","0","0","0","1","12","61809","  3"
"2024-25","Summer I","EDEL","6914","Problems in Education","Brinkmann","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","61904","  3"
"2024-25","Fall","FREC","4004","Professional Skills in Nat Res","Berry","3.44","61.1","5.6","8.3","5.6","2.8","2.8","5.6","2.8","0","5.6","0","0","0","36","85671","  1"
"2024-25","Fall","EDEL","6024","Public School Budgeting","Alexander","4","100","0","0","0","0","0","0","0","0","0","0","0","0","12","90705","  3"
